Programa,SEXO,NEM,PAES,ICA,Q1_MDV1,Q1_MDV2,Q1_MDV3,Q1_MDV4,Q1_MDV5,Q1_D1,Q1_MDF1,Q1_MDF2,Q1_MDF3,Q1_MDF4,Q1_MDF5,Q2_MDS1,Q2_MDS2,Q2_MDS3,Q2_MDS4,Q2_MDS5,Q2_D1,Q2_MDG1,Q2_MDG2,Q2_MDG3,Q2_MDG4,Q2_MDG5,Q3_MDI1,Q3_MDI2,Q3_MDI3,Q3_MDI4,Q3_D1,Q3_MDE1,Q3_MDE2,Q3_MDE3,Q3_MDE4,Q4_S1,Q4_S2,Q4_S3,Q4_S4,Q4_S5,Q4_S6,Q4_S7,Q4_S8,Q5_BA1,Q5_BA2,Q5_BA3,Q5_BP1,Q5_BP2,Q5_BS1,Q5_BS2,Q5_BF1,Q5_BF2,Q5_I1,Q5_I2,Q6_A1,Q6_A2,Q6_A3,Q6_B1,Q6_B2,Q6_B3,Q7_A1,Q7_A2,Q7_A3,Q7_A4,Q7_A5,Q7_B1,Q8_EM1,Q8_EM2,Q8_EM3,Q8_EM4,Q9_E1,Q9_E2,Q9_E3
Administration,female,965,894,728,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Administration,male,837,931,7182,1,1,4,1,1,1,4,3,2,4,2,1,1,4,1,1,1,4,3,1,4,1,4,1,1,1,4,1,4,4,2,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,2,4,3,1,4,4,4,4,4,4,1,1,1,3,3,2,3,1,3,4,1,1,1
Engineering,male,628,870,3136,2,3,2,2,2,1,1,1,2,1,2,2,3,2,2,2,1,1,2,2,1,2,3,2,2,4,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,4,3,4,1,1,2,1,2,2,1,2,2,3,1,1,1
Engineering,male,856,900,660,3,1,2,3,2,4,2,3,3,3,1,3,1,3,2,1,4,2,3,2,3,4,2,2,3,2,3,2,3,2,1,1,1,1,2,1,1,1,3,2,1,2,1,1,1,1,2,4,3,2,2,1,2,2,1,3,1,2,2,3,1,2,3,1,1,2,2,2,3
Social Sciences,male,622,833,389,2,3,1,3,2,1,2,2,1,2,1,3,3,1,2,2,1,3,2,1,1,1,2,1,1,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,2,2,3,1,1,1,3,3,4,1,2,1,2,2,2,2,2,2,2,1,1,1
Engineering,male,865,752,5245,1,3,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,2,1,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1
Engineering,male,893,892,640,1,1,1,1,1,1,3,3,2,3,3,1,1,2,1,1,1,3,3,3,3,3,2,2,1,2,3,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,3,1,1,1,1,2,3,1,1,1,1,1,1,1
Social Sciences,female,#N/A,#N/A,6818,2,4,4,3,2,1,2,4,1,2,2,3,3,4,3,3,1,2,4,1,2,2,4,2,2,2,3,1,2,2,2,1,1,3,2,1,3,1,2,3,2,2,2,3,3,3,4,2,4,2,4,4,4,2,2,2,3,3,3,3,3,3,2,2,2,2,3,3,3
Engineering,male,823,689,2636,1,2,1,1,1,1,3,2,3,2,2,1,2,1,1,1,1,3,2,2,1,1,3,2,2,2,2,2,2,1,3,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,1,2,2,3,2,1,2,1,3,2,2,2,1,2,1,1,1
Social Sciences,male,793,733,6422,3,4,4,4,1,3,2,2,1,1,1,4,4,4,4,1,3,2,2,1,1,1,1,3,2,2,2,4,3,2,2,4,4,1,2,4,3,4,3,2,4,4,4,4,4,4,4,4,1,1,4,2,2,1,2,1,3,2,2,3,3,3,2,3,3,3,2,2,2
Engineering,male,742,680.1,3691,1,2,2,1,1,1,1,2,3,2,2,1,2,2,1,2,3,1,2,2,1,3,1,2,1,2,4,3,2,2,1,1,1,3,3,1,1,2,2,1,2,2,3,3,2,1,2,1,1,2,1,2,1,3,1,2,1,1,4,2,2,2,2,2,1,2,1,1,1
Engineering,male,900,858,700,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,4,2,3,3,3,2,2,3,3,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,4,2,3,2,4,2,3,1,1,1,2,1,3,4,4,4,3,2,1,1
Engineering,male,808,795,620,3,1,2,2,2,1,4,3,4,3,3,2,2,2,2,2,3,4,4,4,3,3,2,2,2,2,1,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,3,3,4,2,3,1,1,1,4,4,4,4,4,4,3,3,3,3,3,3,3
Engineering,male,823,914,640,2,2,3,4,1,2,1,1,1,1,2,2,3,3,3,1,3,1,1,1,1,2,1,2,1,1,3,3,1,4,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,3,2,1,1,2,1,2,3,3,1,1,2,1,1,1,3,1,1,4,1,1,1
Engineering,male,870,832,690,3,3,4,4,4,1,1,2,2,2,1,3,4,4,3,3,1,1,1,1,2,1,3,2,1,1,4,2,3,3,3,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,4,4,1,2,2,1,1,3,4,4,4,4,1,1,1
Engineering,male,785,798,670,1,2,2,1,1,2,1,2,2,2,3,1,1,2,2,2,3,2,2,1,3,3,3,2,2,2,3,3,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,2,3,2,2,2,3,3,2,1,2,1,2,2,3,2,2,2,2,1,2,1,1,1
Engineering,male,928,729,710,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,1,2,3,3,2,1,3,2,2,2,2,1,1,2,1,2,2,1,2,3,2,1,1,2,1
Administration,female,698,567.35,5614,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
Administration,male,880,685,679,2,3,2,3,2,2,2,2,2,3,3,2,3,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,1,3,1,2,3,2,2,2,3,2,3,3,3,3,2,2,3,3,1,1,1,2,2,2,3,3,3,3,2,3,3,1,1,1
Engineering,female,734,666,2955,1,2,1,1,1,1,3,2,2,1,3,1,2,1,1,1,1,3,2,2,1,3,3,1,1,1,4,2,3,4,4,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,4,3,3,1,1,1,1,1,1,3,2,3,4,1,1,1
Social Sciences,female,865,699,5464,3,4,1,2,3,1,3,2,2,1,3,1,3,1,1,2,1,2,3,1,1,3,2,4,2,4,3,4,1,1,1,2,1,4,4,1,4,1,2,1,1,1,1,3,2,1,1,2,3,4,4,4,4,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2
Administration,male,771,687,4011,1,3,2,2,2,2,2,2,2,2,2,3,2,3,2,1,2,3,2,2,2,2,2,2,2,4,2,2,3,3,2,2,3,2,1,3,2,3,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,3,2,1,2,1,2,1,2,2,1,2,1,1,2,1
Administration,male,951,724,5253,2,3,3,2,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,3,3,3,2,2,3,2,3,3,1,3,2,2,2,2,2,2
Engineering,male,851,752,4391,4,4,4,4,4,1,1,1,1,1,1,2,4,4,4,4,1,1,1,1,1,1,2,3,1,3,4,4,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1
Administration,male,951,769,6202,2,3,3,1,1,1,2,3,2,2,3,2,3,3,2,2,1,2,3,3,2,3,4,3,2,3,4,3,2,3,2,2,2,2,3,1,1,1,2,2,3,3,2,2,3,3,2,2,2,3,2,2,3,3,2,2,1,1,3,2,2,3,2,2,3,3,1,1,1
Administration,Other,736,785,630,3,1,3,1,3,4,3,1,1,1,1,3,1,3,1,1,3,1,1,1,1,1,2,1,1,1,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,4,4,2,1,2,2,1,1,2,2,2,1,2,1,1,1
Engineering,female,937,884,720,1,3,2,2,2,1,2,3,1,3,3,1,1,2,3,1,1,2,3,1,3,4,3,2,1,1,2,1,1,3,1,2,1,1,2,1,4,1,3,1,1,2,1,1,1,2,3,2,1,2,1,2,2,3,1,3,2,4,3,3,4,1,4,1,4,4,2,1,1
Engineering,male,771,695,2936,2,3,3,2,1,1,1,2,2,2,3,2,2,3,3,2,1,3,2,3,1,2,3,2,2,3,3,4,1,4,1,4,1,2,2,1,2,3,4,2,3,2,3,2,2,4,3,4,4,2,4,4,3,2,1,2,2,2,3,2,3,1,2,2,3,2,2,2,2
Engineering,male,685,744,5045,2,3,2,3,3,1,1,1,1,2,1,3,3,2,2,2,1,1,2,1,1,2,3,4,2,3,4,3,3,2,2,3,2,3,2,1,4,2,3,2,2,2,1,3,2,3,2,1,2,2,2,3,2,3,2,2,2,3,2,2,3,2,2,3,2,3,2,1,1
Engineering,male,685,917,5545,1,2,2,1,2,3,1,1,1,2,2,1,2,2,1,2,3,1,1,1,2,2,2,1,1,1,3,1,3,3,2,1,1,1,3,1,2,2,1,1,1,2,1,1,2,4,2,1,2,3,1,2,2,3,3,2,1,1,2,1,3,3,2,1,2,3,1,1,1
Social Sciences,male,708,735.85,6143,2,3,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,3,2,1,2,2,2,2,3,2,2,1,1,3,1,3,2,2,1,1,1,1,1,2,2,2,2,2,3,1,1,1,3,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2
Engineering,male,942,732,650,1,1,3,1,1,1,2,1,1,2,3,1,1,3,1,1,1,2,2,1,2,3,4,2,1,2,4,1,2,3,2,1,1,1,1,1,4,1,1,1,1,1,3,1,2,3,1,1,2,1,1,2,1,3,3,2,1,1,1,1,2,1,3,3,3,3,1,1,1
Engineering,female,856,682,5645,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Engineering,male,650,765,3291,1,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,3,2,2,3,2,2,2,2,2,1,3,2,2,1,1,2,2,3,2,2,2,1,1,1
Administration,male,671,752,670,1,2,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,3,1,2,2,2,1,1,1,2,1,3,2,1,1,2,2,1,2,2,2,2,2,2,1,3,3,3,3,4,4,2,3,3,2,2,2,2,2,3,3,2,2,1
Social Sciences,male,774,720,5958,2,4,4,2,1,1,3,3,2,3,2,2,4,4,2,1,1,2,3,2,3,2,1,2,2,2,3,3,2,4,2,2,1,4,4,1,2,1,3,2,1,1,1,2,2,2,1,2,2,2,2,3,3,1,1,2,2,2,2,3,3,3,2,2,3,3,2,2,1
Engineering,male,751,763,4745,1,2,3,2,2,1,1,1,1,3,2,2,2,3,1,1,1,1,2,3,1,2,2,3,2,3,2,2,2,2,3,1,1,1,2,1,3,1,2,4,3,2,3,2,2,3,2,1,1,1,2,2,3,3,2,3,3,2,2,2,1,1,2,4,3,1,1,1,1
Administration,male,771,861,5645,2,3,4,2,1,1,3,2,3,3,4,2,3,3,2,1,1,3,2,2,3,4,4,1,1,1,3,2,3,4,4,3,1,4,1,2,4,3,2,3,1,2,2,3,4,4,1,1,3,3,3,3,4,1,1,2,3,4,2,4,4,2,4,3,4,3,4,3,3
Engineering,male,814,832,560,1,1,1,4,3,4,4,4,4,4,4,2,1,1,1,1,4,4,4,4,4,4,2,2,4,2,4,2,3,3,3,4,4,4,1,4,4,4,4,3,4,3,4,3,2,3,4,3,4,3,4,4,4,3,3,2,4,3,2,3,4,3,4,3,2,3,4,3,4
Engineering,male,599,619,2355,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,4,1,1,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,3,2,3,2,4,1,1,1,1,3,2,1,1,1,1,1,1,1
Social Sciences,female,765,756.35,6646,1,2,1,1,1,1,4,2,2,3,3,1,2,1,1,1,1,4,2,2,3,3,4,3,1,3,3,1,2,3,2,2,1,1,2,1,2,1,1,2,2,1,1,1,2,4,3,3,3,2,4,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
Engineering,male,865,780,4945,1,2,2,1,1,1,2,1,3,2,1,2,2,2,1,1,1,2,1,3,1,1,2,2,2,2,3,3,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,3,3,2,1,1,1,1,2,3,2,2,3,3,1,1,1
Social Sciences,male,893,644,6701,3,1,1,3,4,4,3,3,3,4,2,3,1,3,3,2,3,4,4,3,4,2,2,2,3,2,3,3,4,3,4,3,4,3,3,2,3,2,3,4,4,2,3,3,3,4,3,2,2,3,2,3,3,3,3,1,3,3,4,4,4,3,3,4,2,3,2,3,1
Engineering,male,779,743,4945,1,3,4,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
Engineering,male,808,856,5045,2,3,3,2,2,1,2,2,2,2,2,2,3,3,3,3,3,1,2,2,1,2,2,3,3,3,3,3,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,2,3,2,2,2,2,2,1,4,3,4,1,1,2,2,2,3,2,2,3,3,1,1,2
Administration,female,956,724,7574,2,2,4,3,2,2,2,3,2,4,2,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,4,1,3,3,3,2,1,1,3,1,2,1,1,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,2,3,4,3,3,2,3,3,4,4,3,3,2,3
Administration,male,736,667,630,2,1,4,3,1,1,1,1,1,1,1,2,1,4,2,1,1,1,1,1,1,1,1,2,1,2,4,4,2,3,2,2,1,3,1,1,4,1,2,2,1,1,1,1,3,3,1,1,3,1,2,3,3,3,3,1,1,2,3,2,3,1,2,1,2,4,2,2,2
Engineering,male,856,701,4091,2,2,4,3,1,2,2,3,1,2,4,2,2,4,3,1,2,2,3,1,2,4,2,3,2,3,1,3,2,2,1,1,1,1,1,1,2,2,2,3,2,3,1,2,3,2,2,2,3,4,2,3,3,1,1,1,2,3,2,3,3,2,4,4,3,4,1,1,1
Administration,male,879,692,6202,4,4,3,3,3,4,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,4,4,4,4,4,4,3,4,4,4,4,4,2,3,2,4,4,3,4,3,4,4,4,2,3,3,3,3,4,4,4,3,2,2,2,1,4,4,4
Engineering,female,914,872,720,1,3,3,2,2,3,2,2,2,3,2,3,3,3,2,3,2,2,2,2,2,2,4,3,2,2,3,2,2,3,2,1,1,1,2,1,2,1,1,3,1,2,2,3,2,4,2,2,1,2,2,2,2,3,3,1,1,1,1,1,1,1,2,3,2,3,1,1,1
Engineering,female,870,900,620,1,2,2,3,1,2,1,1,1,1,3,1,2,2,3,1,2,1,1,1,1,3,4,2,3,1,3,1,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,1,3,1,2,3,2,4,4,4,1,2,3,2,4,4,3,2,3,3,1,1,1
Administration,male,664,779,542,1,2,2,2,3,2,2,1,2,3,3,2,2,1,1,3,2,1,2,2,3,2,3,2,2,3,3,2,1,3,1,2,1,1,1,3,2,3,1,2,1,3,1,2,3,2,1,2,2,1,2,2,3,3,2,4,1,2,1,2,3,2,2,3,2,2,1,2,1
Administration,female,985,798,7378,2,3,4,3,2,1,2,2,2,2,3,2,3,4,2,2,1,2,3,2,2,2,4,2,3,3,3,1,1,1,2,2,1,3,2,1,3,1,1,1,2,2,1,2,1,2,1,1,3,3,3,3,3,1,1,2,1,1,2,2,2,3,4,1,3,4,1,1,1
Administration,male,742,809,6692,1,4,4,2,1,1,2,1,1,2,1,1,4,4,2,1,1,2,1,1,2,1,4,4,3,3,4,1,1,1,1,1,1,1,2,1,4,1,2,3,2,2,3,1,2,4,1,1,3,3,1,3,3,4,1,1,1,4,4,2,3,3,4,1,4,4,2,1,1
Engineering,male,851,710,2536,1,3,1,1,1,1,2,2,3,1,2,2,2,1,2,1,2,2,2,3,2,1,4,3,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,3,3,2,1,1,1,2,2,1,1,4,3,3,1,1,1
Social Sciences,male,779,811,6388,2,1,1,2,1,3,2,3,1,2,4,2,1,1,2,1,3,2,2,1,2,3,1,2,1,2,2,2,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,2,3,1,2,1,4,3,4,2,2,2,2,2,2,2,1,1,1,2,1,1
Engineering,male,594,713,2736,1,2,2,1,3,1,3,2,1,3,2,1,2,2,1,3,1,3,2,1,3,2,2,2,2,2,3,3,3,3,2,2,2,1,3,1,1,1,1,2,3,3,2,3,2,3,1,2,4,3,3,4,4,2,1,4,2,1,2,3,4,3,2,1,3,3,3,2,1
Administration,male,928,910,6692,2,4,4,2,1,1,1,1,4,2,4,3,3,4,4,1,1,1,1,3,1,3,2,1,2,1,3,4,3,3,4,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,1,3,3,1,2,3,3,2,3,2,1,1,2,1,2,2,2,2,3,3,2,3,2
Social Sciences,male,796,708.65,5872,1,1,2,2,1,3,1,2,3,1,1,3,2,4,3,1,2,3,2,1,3,1,1,1,1,3,3,1,3,2,1,3,1,2,1,1,3,4,1,3,4,2,1,2,1,2,1,1,1,1,1,1,1,2,3,1,3,2,1,1,1,1,1,2,1,2,1,1,2
Engineering,male,808,712,3291,4,2,1,4,1,4,3,1,4,1,1,4,2,4,2,3,4,1,2,3,1,1,1,2,1,1,4,4,1,3,4,1,4,4,3,4,1,4,1,4,3,2,4,4,3,2,4,4,2,2,1,1,1,4,4,4,4,3,1,1,2,1,2,4,3,1,4,4,4
Administration,female,636,732,3227,1,1,1,1,1,1,4,4,4,4,4,1,2,1,1,1,1,4,4,3,4,4,4,2,2,4,4,1,2,3,1,2,1,4,1,1,4,4,4,1,1,1,1,1,4,4,2,3,4,3,2,4,4,1,1,1,3,4,4,4,4,1,4,3,4,4,2,2,2
Engineering,male,771,892,720,2,4,3,3,2,2,2,2,1,2,1,4,3,3,3,2,1,1,2,2,2,2,2,2,2,2,3,3,2,3,2,1,1,1,2,1,1,1,1,2,1,2,3,2,3,4,2,2,2,3,2,3,3,4,4,4,2,1,2,2,2,3,3,3,2,3,1,1,1
Social Sciences,male,814,600,6216,1,2,4,2,2,1,1,1,1,2,3,1,2,4,2,2,1,1,2,2,1,1,4,3,1,3,2,1,1,3,1,2,2,3,3,2,2,3,1,2,1,2,1,2,1,3,1,1,4,3,4,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Engineering,male,814,689,4545,1,3,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,3,4,3,3,2,3,3,1,3,1,3,2,1,2,1,1,4,4,2,3,1,1,1,2,1,2,3,1,1,1,1,1,2,1,1,4,3,4,1,1,1
Administration,male,708,788,6496,1,1,1,3,1,2,2,1,1,2,1,1,1,1,3,1,2,2,1,1,3,1,1,2,4,2,3,4,4,4,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,3,4,2,1,4,1,1,1,4,4,4,2,1,2,2,1,3,3,1,3,4,1,1,1
Social Sciences,male,793,796,6388,1,2,2,1,1,2,3,3,2,3,3,1,2,2,2,1,2,3,3,2,3,3,2,3,2,3,3,2,2,2,2,1,1,2,3,1,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,2,2
Administration,male,879,847,6398,1,2,1,1,1,2,4,4,2,3,3,1,1,1,1,1,3,3,3,3,3,4,2,3,2,4,4,3,3,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,3,2,3,4,3,3,3,2,2,3,3,4,4,3,1,2,3,3,2,3,2
Administration,male,636,850,6888,1,3,4,2,2,2,1,1,2,1,1,4,4,4,3,3,2,2,1,1,2,1,2,1,1,1,4,3,3,4,4,2,1,3,2,1,3,1,2,1,2,1,1,1,1,1,2,1,1,4,1,1,1,4,4,4,1,1,2,1,2,2,2,2,1,4,1,1,1
Engineering,male,793,858,680,2,2,2,1,1,1,3,3,3,2,3,2,2,2,1,1,1,3,3,3,2,3,3,3,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,2,2,2,2,3,3,4,1,1,1,1,4,4,1,2,3,4,1,1,1
Engineering,male,886,761,5045,3,1,3,2,2,4,2,3,3,3,1,3,1,3,2,2,4,2,3,3,3,1,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,4,4
Engineering,male,613,730,620,1,3,1,3,2,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,1,3,1,1,1,3,2,2,4,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,2,3,3,1,1,1
Engineering,male,771,634,670,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Administration,male,736,655.8,610,3,3,4,4,1,1,1,1,1,2,1,3,3,4,3,3,1,1,1,1,2,1,4,3,3,4,1,2,1,1,1,1,2,3,3,1,4,1,1,2,2,1,1,1,2,1,1,2,3,1,3,3,3,1,1,1,3,4,4,4,4,4,3,4,4,1,3,4,4
Engineering,male,643,699,670,1,2,2,1,1,2,3,3,3,3,3,1,2,2,2,1,1,3,2,2,2,2,3,3,2,3,1,2,1,3,1,1,1,2,4,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,3,2,2,2,3,2,2,3,1,1,2,2,1,1,2
Engineering,male,680,576,3391,4,3,3,4,4,4,3,3,4,3,2,4,4,4,4,4,4,3,3,4,3,2,4,2,3,2,2,3,4,4,3,3,4,4,2,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3
Engineering,male,793,806,5645,2,4,2,3,1,3,4,3,2,2,3,2,3,2,4,4,1,2,1,2,3,3,3,3,2,3,2,2,3,2,2,2,3,2,3,3,2,3,3,1,3,2,2,2,3,4,3,2,2,2,2,3,3,2,3,2,3,2,1,3,3,2,3,3,2,2,3,3,2
Administration,male,907,775,6888,1,2,3,4,1,2,2,3,2,3,1,2,2,3,4,1,1,2,3,4,1,2,3,2,2,3,3,2,1,2,1,2,2,2,3,2,3,3,3,1,1,2,1,3,4,2,2,3,2,1,2,2,2,1,3,1,2,2,3,3,2,3,3,2,3,2,1,1,2
Social Sciences,female,790,687.85,6388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Engineering,male,765,783,650,1,3,1,3,2,1,2,2,1,1,2,2,3,1,3,2,1,2,2,1,1,2,3,1,2,1,3,1,2,3,3,2,1,1,2,1,1,1,2,1,1,1,1,1,3,3,3,3,2,2,2,2,2,3,2,4,2,1,2,1,2,2,3,2,3,3,2,2,2
Engineering,male,937,881,770,1,2,1,3,1,1,2,1,2,1,1,1,1,1,1,3,1,2,3,1,2,1,1,2,1,3,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,1,3,1,4,4,4,4,1,1,1
Social Sciences,male,727,670,6887,1,1,1,1,1,1,4,4,1,2,4,1,1,1,1,1,1,4,4,1,2,4,2,2,1,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3
Engineering,male,771,840,760,1,1,2,1,1,1,3,3,3,3,4,1,1,2,1,1,1,3,3,3,3,4,1,1,1,1,3,3,2,3,3,1,1,1,3,1,2,1,1,3,1,2,1,2,2,3,2,3,3,2,3,3,3,3,4,4,1,2,2,3,2,2,3,2,2,3,1,1,3
Social Sciences,male,572,861,5488,1,1,1,2,1,3,1,1,1,1,3,1,1,3,1,2,1,1,2,2,2,1,1,1,2,1,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,2,2,2,2,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
Engineering,female,823,862,5545,3,3,3,3,3,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,3,4,4,4,4,1,1,1
Engineering,male,823,931,760,4,2,1,4,4,4,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,2,3,2,3,3,3,2,3,2,3,3,3,2,3,3,3,2,3
Engineering,male,699,758,640,1,4,4,1,1,1,2,2,3,3,4,4,4,4,1,1,2,2,3,3,3,4,1,1,1,1,1,2,4,3,2,1,1,1,4,1,2,3,3,1,1,1,1,1,2,4,4,4,2,4,2,3,3,2,1,1,2,1,4,4,2,1,1,3,2,3,4,4,4
Engineering,male,622,720,130,2,2,3,3,2,1,1,1,1,1,1,3,3,3,2,1,1,1,1,2,1,1,2,2,1,1,4,3,2,3,2,1,1,1,2,1,2,1,1,2,1,3,1,1,4,4,2,2,1,1,1,2,1,4,4,4,1,1,1,1,1,1,2,3,4,4,1,1,1
Engineering,male,922,757,0,2,4,3,2,2,1,2,3,4,3,3,3,2,2,2,3,1,2,4,3,2,2,2,2,2,2,4,4,3,3,2,2,1,2,3,1,3,2,3,2,1,2,1,1,3,3,2,2,4,2,4,4,4,2,3,2,2,2,3,4,4,3,2,1,3,3,1,1,1
